title,price_idr,city,district,bedrooms,bathrooms,garage,land_size_m2,building_size_m2,scraped_at
rumah cantik dan minimalis 2 lt di semanan dekat ke stasiun,1500000000.0,Jakarta Barat,Semanan,3,2,1,80,120,2026-04-28T04:42:36.187953+00:00
dijual rumah gede di Puri Gardena full furnished,7500000000.0,Jakarta Barat,Kalideres,6,6,2,275,700,2026-04-28T04:42:39.079402+00:00
Taman Semanan Indah di Bawah NJOP,1650000000.0,Jakarta Barat,Cengkareng,3,2,,126,86,2026-04-28T04:42:42.016305+00:00
Frans Cen-Rumah Baru Dijual Rumah di Casajardin.cluster.. .Wow Bagus Lokasi Rumah Casajardin Cluster ..Lt.5x12/ 2 Lantai,1850000000.0,Jakarta Barat,Daan Mogot,2,2,1,60,69,2026-04-28T04:42:45.281457+00:00
Rumah Cantik Siap Huni di Green Lake City,4000000000.0,Jakarta Barat,Green Lake City,4,4,2,120,200,2026-04-28T04:42:47.783593+00:00
Lepas Cepat Rumah Puri Indah Hadap Utara,4200000000.0,Jakarta Barat,Puri Indah,3,2,1,152,120,2026-04-28T04:42:51.466038+00:00
"Dijual Rumah Puri Kembangan Baru, Puri Kembangan",6500000000.0,Jakarta Barat,Kembangan,4,4,2,186,450,2026-04-28T04:42:53.760347+00:00
Dijual Rumah di Permata Buana Kembangan,12500000000.0,Jakarta Barat,Permata Buana,4,3,3,200,500,2026-04-28T04:42:56.855761+00:00
Dijual Sangat Murah Rumah 3 Lantai Full di Taman Surya,1750000000.0,Jakarta Barat,Taman Surya,3,2,,75,225,2026-04-28T04:43:00.064403+00:00
Dijual Rumah Baru di Taman Permata Buana,10000000000.0,Jakarta Barat,Permata Buana,4,4,4,144,500,2026-04-28T04:43:03.010979+00:00
An 23Dijual Rumah Cepat Green Lake City Australia,2700000000.0,Jakarta Barat,Green Lake City,4,3,,90,110,2026-04-28T04:43:05.344439+00:00
"Dijual Cepat Rumah Kost Baru Exclusive 5-Lantai, 32 Kamar , Wimala Suites Co Living , Hadap Selatan, Lokasi Strategis di Jl Mangga Besar , Tamansari, Jakarta - Barat, Investasi Spektakuler yang Sangat Menguntungkan !",13500000000.0,Jakarta Barat,Tamansari,32,32,,181,675,2026-04-28T04:43:07.698582+00:00
"An 16 Dijual Rumah Baru Minimalis Komplek Joglo Baru, Kembangan",1500000000.0,Jakarta Barat,Kembangan,4,3,,75,120,2026-04-28T04:43:10.092038+00:00
Jual Cepat Rumah Sunrise Garden..Mini Cluster Hanya 8 Unit..Baru LT 6X13m2 2 Lantai,2650000000.0,Jakarta Barat,Sunrise Garden,4,3,,78,100,2026-04-28T04:43:12.606570+00:00
Rumah Green Mansion..Bebas Banjir..Jln 2 Mobil.jakarta Barat,5500000000.0,Jakarta Barat,Green Mansion,5,4,2,120,200,2026-04-28T04:43:15.764791+00:00
"Jual Rumah Taman Palem Lestari, Akses Dekat Jalan Tol",1900000000.0,Jakarta Barat,Taman Palem,5,2,1,90,132,2026-04-28T04:43:18.456811+00:00
"Rumah Dijual di Casajardin-daan mogot, Best Location Dekat Pik dan Grisenda LT. 249m2",5750000000.0,Jakarta Barat,Green Mansion,5,4,3,249,175,2026-04-28T04:43:21.527905+00:00
"Jual Rumah Citra 1 Ext, Kalideres - Rapi & Bersih",2150000000.0,Jakarta Barat,Kalideres,3,3,1,144,112,2026-04-28T04:43:24.836254+00:00
Frans Cen jual Bu rumah di Casajardin.cluster Eklusif,2700000000.0,Jakarta Barat,Green Mansion,,,,72,113,2026-04-28T04:43:28.322937+00:00
"Dijual Cepat Rumah Kost 63- Kamar, Kost Griya Hikari, 4- Lantai,Harga Murah, Lokasi Strategis.di Grogol Jakarta Barat. Investasi yang Sangat Menguntungkan.",14000000000.0,Jakarta Barat,Grogol,64,64,,284,1000,2026-04-28T04:43:35.130777+00:00
Termurah rumah di Casajardin.cluster Eklusif.murah Banget,6300000000.0,Jakarta Barat,Green Mansion,,,,274,175,2026-04-28T04:43:38.304747+00:00
"Jual Rumah Hoek Rapi Bersih Citra 1, Kalideres - Jak Bar",2200000000.0,Jakarta Barat,Kalideres,3,3,2,210,104,2026-04-28T04:43:42.011837+00:00
Rumah Hook Bagus Siap Huni Citra Garden 7,3700000000.0,Jakarta Barat,Citra Garden,5,4,,182,250,2026-04-28T04:43:44.660248+00:00
"An 22 di Jual Rumah Denza Citra Garden Puri, Semanan, Jak Bar",1200000000.0,Jakarta Barat,Semanan,2,2,,55,60,2026-04-28T04:43:48.255880+00:00
Rumah 1 Lantai Di Kebon Jeruk Sukabumi Utara Jakarta Barat Shm,11000000000.0,Jakarta Barat,Kebon Jeruk,4,2,7,636,250,2026-04-28T04:43:51.935588+00:00
"Rumah Murah Hitung Tanah, Citra 1 Extension, Kalideres - Jak Bar",900000000.0,Jakarta Barat,Kalideres,3,2,1,90,70,2026-04-28T04:43:55.085077+00:00
"Dijual Cepat Rumah Kost Baru 24- Kamar, Kost Tanjung Duren Eminence Residence, 4-Lantai, Harga Murah, Lokasi Stategis di Tanjung Duren Raya, Grogol, Jakarta- Barat, Investasi Terdasyat yang Sangat Menguntungkan.",7900000000.0,Jakarta Barat,Grogol,24,24,,111,346,2026-04-28T04:43:59.127735+00:00
"Rumah Baru & Cantik, Komplek Merpati- Puri Gardena, Kalideres",1880000000.0,Jakarta Barat,Kalideres,2,2,1,102,177,2026-04-28T04:44:02.491043+00:00
"Rumah Modern & Cantik Puri Gardenia, Kalideres",7500000000.0,Jakarta Barat,Kalideres,6,6,,275,700,2026-04-28T04:44:05.633043+00:00
"Dijual Cepat 29-Unit Rumah Baru Indent , Viona Residence , Perumahan Baru Terbesar & Harga Murah di Bawah Pasaran , Lokasi Strategis, Jl. Angsana V , Jakarta - Barat ( Sebelah Tanjung Duren)",2520000000.0,Jakarta Barat,Kebon Jeruk,5,4,2,71,200,2026-04-28T04:44:09.030445+00:00
"Rumah Murah 2 Lantai Taman Palem Lestari, Cengkareng",980000000.0,Jakarta Barat,Cengkareng,3,1,1,47,56,2026-04-28T04:44:11.993408+00:00
"Rumah Boelovard Citra 1, Lokasi Stratwgis, Kalideres",4500000000.0,Jakarta Barat,Kalideres,5,3,2,300,180,2026-04-28T04:44:15.590968+00:00
Rumah Cantik & Bagus Citra 1 - Kalideres,7000000000.0,Jakarta Barat,Kalideres,5,4,4,498,475,2026-04-28T04:44:19.406969+00:00
Rumah Mewah Di Komplek Elite Kemanggisan Utama Jakarta Barat Shm,24000000000.0,Jakarta Barat,Kemanggisan,5,4,5,600,700,2026-04-28T04:44:22.140456+00:00
"Siap Huni, 1 Lantai, SHM, Dekat Universitas,",400000000.0,Jakarta Barat,Duri Kosambi,2,2,1,74,120,2026-04-28T04:44:24.730666+00:00
"An 28 Dijual Rumah - Semanan, (Dekat Poris)",450000000.0,Jakarta Barat,Semanan,2,1,,40,40,2026-04-28T04:44:28.292207+00:00
Dijual Rumah (12X20) di Kawasan Elite yang Nyaman & Strategis Intercon - Jakarta Barat,6800000000.0,Jakarta Barat,Intercon,6,3,2,240,275,2026-04-28T04:44:31.868837+00:00
"Dijual Only Cash 120 M² di Taman Surya 3, Jakarta Barat",2000000000.0,Jakarta Barat,Taman Surya,4,2,,120,200,2026-04-28T04:44:35.542670+00:00
"Frans Cen Lagi.frans Cen Lagi..Jual Cepat-Rumah Sunrise Garden.baru..Minimalis..Lux Uk 185M2 /1,.5Lt .",3800000000.0,Jakarta Barat,Sunrise Garden,3,2,2,185,130,2026-04-28T04:44:39.179179+00:00
JUAL CEPAT Rumah Cantik Mewah 2 Lt 750m2 di Meruya Jakarta Barat,18000000000.0,Jakarta Barat,Meruya,7,5,6,750,699,2026-04-28T04:44:44.907644+00:00
Rumah Murah SHM 2 KT 2 KM Dekat Kota,442000000.0,Jakarta Barat,Mangga Besar,2,2,,19,36,2026-04-28T04:44:46.783263+00:00
Dijual Rumah Rapi di Cluster Europe Green Lake City Glc 6*15 Selatan,2500000000.0,Jakarta Barat,Green Lake City,4,4,1,90,120,2026-04-28T04:44:50.720219+00:00
Rumah Siap Huni Mangga Besar Hadap Timur 2 Lantai,10000000000.0,Jakarta Barat,Mangga Besar,6,4,2,350,480,2026-04-28T04:44:54.136735+00:00
Termurah Rumah Bagus di Citra Garden Puri Semanan Jakbar,2600000000.0,Jakarta Barat,Semanan,5,4,2,161,135,2026-04-28T04:44:56.764165+00:00
Dijual Rumah Baru Di Duri Kepa - Jakarta Barat,3300000000.0,Jakarta Barat,Duri Kepa,5,4,,102,192,2026-04-28T04:44:59.676488+00:00
Dijual Rumah 2 Lantai 6 X 15 Di Citra Garden Puri,2300000000.0,Jakarta Barat,Semanan,3,3,2,90,180,2026-04-28T04:45:02.741229+00:00
Dijual Rumah Baru 5x13 Di Duri Kepa - Jakarta Barat,2200000000.0,Jakarta Barat,Duri Kepa,4,3,2,65,165,2026-04-28T04:45:05.923140+00:00
Dijual Rumah Baru 4.8x13 Di Duri Kepa - Jakarta Barat,2000000000.0,Jakarta Barat,Duri Kepa,4,3,,62,160,2026-04-28T04:45:10.587707+00:00
Dijual Rumah Cluster Northbend di Metland,3900000000.0,Jakarta Barat,Metland Puri,4,3,,102,86,2026-04-28T04:45:14.582592+00:00
Dijual Rumah Golden Palm Residence Sbrgi Citra 5,2000000000.0,Jakarta Barat,Citra Garden,4,2,1,90,120,2026-04-28T04:45:17.534275+00:00
Dijual Rumah Daerah Meruya,3700000000.0,Jakarta Barat,Meruya,5,4,,128,384,2026-04-28T04:45:20.700094+00:00
Dijual Rumah Puri Mansion 8x20,5500000000.0,Jakarta Barat,Puri Mansion,4,4,,160,320,2026-04-28T04:45:23.118758+00:00
Rumah Hook Mewah Bagus Siap Huni di Kavling Dki Meruya,2490000000.0,Jakarta Barat,Kav DKI,2,,,100,120,2026-04-28T04:45:25.481267+00:00
Dijual Cepat Rumah Taman Semanan Indah Uk 8x15,3000000000.0,Jakarta Barat,Semanan,2,2,,120,240,2026-04-28T04:45:29.304930+00:00
Khusus Bulan Ini Free BPHTB dan AJB. Rumah Jakarta Barat,1950000000.0,Jakarta Barat,Puri Indah,3,3,4,90,122,2026-04-28T04:45:32.373752+00:00
Khusus Bulan Ini Free BPHTB dan AJB. Rumah Jakarta Barat,1950000000.0,Jakarta Barat,Semanan,3,2,4,90,122,2026-04-28T04:45:35.360935+00:00
"Dijual Cepat Rumah Siap Pakai di Kavling Polri  Jelambar, Jakarta Barat.",5000000000.0,Jakarta Barat,Jelambar,6,5,3,158,446,2026-04-28T04:45:38.067202+00:00
Mtp Taman Palem 6X16m Utara 2.5 Lantai Bagus Terawat Banget,2500000000.0,Jakarta Barat,Taman Palem,3,3,2,96,150,2026-04-28T04:45:41.669841+00:00
Khusus Bulan Ini Free BPHTB dan AJB. Rumah Jakarta Barat,1950000000.0,Jakarta Barat,Bojong Indah,3,3,4,90,122,2026-04-28T04:45:44.915167+00:00
Rumah Siap Huni Ga Perlu Renov di Kedoya Permai Bangunan Mandiri,6500000000.0,Jakarta Barat,Kedoya,4,4,2,220,460,2026-04-28T04:45:51.833534+00:00
"Brand New House di Kebun Jeruk - Jakarta Barat ✨Hunian Modern 3 Lantai dengan Layout Luas, Cocok untuk Keluarga Besar",5700000000.0,Jakarta Barat,Kebon Jeruk,4,4,,119,240,2026-04-28T04:45:54.862677+00:00
Jual Cepat Rumah Sunrise 220M Stategis One Stop Gate..Jalanan Rapi Bebas Banjir,4500000000.0,Jakarta Barat,Taman Ratu,4,3,2,220,220,2026-04-28T04:45:57.253197+00:00
Exlusive Listing Taman Kencana Hook Full Furnish 272M Langsung Huni,8000000000.0,Jakarta Barat,Taman Kencana,6,5,,272,450,2026-04-28T04:46:00.157325+00:00
Di Jual Rumah Taman Kencana Jakarta Bagus Siap Huni,8000000000.0,Jakarta Barat,Taman Kencana,6,6,,272,450,2026-04-28T04:46:03.297199+00:00
Rumah Brandnew dan Lokasi Bagus Taman Villa Meruya Area Jakarta Barat,2750000000.0,Jakarta Barat,Meruya,4,5,,125,168,2026-04-28T04:46:06.269233+00:00
Dijual Rumah Mewah Siap Huni Taman Kedoya Residence Jakarta Barat,11800000000.0,Jakarta Barat,Kedoya,6,4,,523,850,2026-04-28T04:46:09.952237+00:00
Frans Cen-Dijual Rumah Ready.citra 2 Extension.baru Minimalis..Wow.lt 6X16,2900000000.0,Jakarta Barat,Citra Garden,3,3,2,96,120,2026-04-28T04:46:12.454980+00:00
Frans Cen-Dijual Rumah Ready.citra 2 Extension.baru Minimalis..Wow.lt 7X16,3100000000.0,Jakarta Barat,Citra Garden,3,3,2,112,130,2026-04-28T04:46:15.660181+00:00
Dijual Rumah di Jelambar.jarang Ada..Lokasi Bagus.wow Dptkan Segera - LT 10X21,4700000000.0,Jakarta Barat,Jelambar,4,3,2,210,266,2026-04-28T04:46:18.926472+00:00
Frans Cen-Dijual Rumah Baru Duri Kepa 3Lt..Baru Minimalis..Wow LT : 6X18/ 3Lt,3600000000.0,Jakarta Barat,Duri Kepa,3,3,2,108,180,2026-04-28T04:46:21.498432+00:00
"Dijual rumah di Taman Ratu Indah .bagus.wow jarang ada.luas tanah 9 x11 MTR,",2800000000.0,Jakarta Barat,Taman Ratu,4,3,2,99,177,2026-04-28T04:46:24.170937+00:00
"Rumah di Metland Puri, 2 Lantai, 3 Kamar Tidur, 2 Kamar Mandi",2800000000.0,Jakarta Barat,Metland Puri,4,3,1,135,90,2026-04-28T04:46:27.254274+00:00
Dijual Rumah di Sunrise Garden..Rumah Bagus.wow Keren Lux LT : 10X20,7800000000.0,Jakarta Barat,Sunrise Garden,4,3,2,200,450,2026-04-28T04:46:30.021258+00:00
Murah! Rumah di Glc 6*18 Cluster Favorit Hadap Utara,2750000000.0,Jakarta Barat,Green Lake City,4,3,1,108,100,2026-04-28T04:46:32.662719+00:00
Termurah di Citra Garden Purihanya 10 Menit Dari Glc,2600000000.0,Jakarta Barat,Green Lake City,5,4,2,161,135,2026-04-28T04:46:35.876612+00:00
Dijual Rumah Taman Ratu Hook Timur Utara 3 Lantai,7000000000.0,Jakarta Barat,Taman Ratu,6,4,5,375,500,2026-04-28T04:46:39.102363+00:00
Rumah Middle Up Siap Huni di Riviera Metland Puri,3700000000.0,Jakarta Barat,Metland Puri,3,3,2,120,135,2026-04-28T04:46:41.617948+00:00
Murahhh !!! Rumah Tua Hitung Tanah 162m2 Di Taman Semanan Indah,2300000000.0,Jakarta Barat,Semanan,,,,162,10,2026-04-28T04:46:44.975346+00:00
"Hunian Impor Siap Huni - Taman Surya | Mewah, Modern, Hanya Rp.4 Milyar",4000000000.0,Jakarta Barat,Taman Surya,7,6,,108,400,2026-04-28T04:46:47.287850+00:00
Dijual Cepat Rumah Siap Huni Rapih Terawat Di Taman Aries Jak-bar ( Li),6500000000.0,Jakarta Barat,Meruya,5,4,4,280,400,2026-04-28T04:46:55.008427+00:00
"Dijual Rumah Kompleks Green Mansion, Jakarta Barat Siap Huni, Rapi dan Semi Furnish",6000000000.0,Jakarta Barat,Cengkareng,5,4,1,120,240,2026-04-28T04:46:58.950433+00:00
Rumah Citra 8 Cluster Malta (Ukuran 5x12 m),2600000000.0,Jakarta Barat,Kalideres,4,4,,60,104,2026-04-28T04:47:02.556201+00:00
Dijual Rumah Mewah Puri Mansion Boulevard Furnished,6500000000.0,Jakarta Barat,Puri Mansion,4,5,2,200,400,2026-04-28T04:47:05.170062+00:00
Rumah Baru di Komplek Sunrise Kebon Jeruk Jakarta Barat,4550000000.0,Jakarta Barat,Kebon Jeruk,3,3,1,116,300,2026-04-28T04:47:08.924743+00:00
Dijual Rumah Furnished Siap Huni,4300000000.0,Jakarta Barat,Green Lake City,4,2,1,120,125,2026-04-28T04:47:12.232440+00:00
"Dijual Rumah Siap Huni Hook, LT 274/Lb 400, Utara Timur, Cluster, Bebas Banjir",13500000000.0,Jakarta Barat,Puri Indah,5,4,4,274,400,2026-04-28T04:47:14.712361+00:00
"Dijual Rumah @ Puri Indah, LT 160M2, LB 250M2, 2Tingkat, Selatan, Shm,Pam",5500000000.0,Jakarta Barat,Puri Indah,5,5,2,160,250,2026-04-28T04:47:17.487930+00:00
"Dijual Rumah Bagus, Siap Huni, LT 8X18, LB 375, Hdp Selatan,Furnished",9200000000.0,Jakarta Barat,Permata Buana,4,3,3,144,375,2026-04-28T04:47:23.725063+00:00
Rumah Baru Minimalis Duri Kepa Tj.duren,1500000000.0,Jakarta Barat,Duri Kepa,3,3,1,45,128,2026-04-28T04:47:27.257352+00:00
Rumah Taman Kedoya Baru Residence,17000000000.0,Jakarta Barat,Kedoya Baru,5,5,4,560,594,2026-04-28T04:47:31.659787+00:00
Rumah Huk Badan Taman Permata Buana,14900000000.0,Jakarta Barat,Permata Buana,6,6,5,460,550,2026-04-28T04:47:34.770055+00:00
Taman Permata Buana Hitung Tanah Daerah Favorit,13500000000.0,Jakarta Barat,Permata Buana,4,4,3,444,200,2026-04-28T04:47:37.632297+00:00
Taman Permata Buana Bagus,7800000000.0,Jakarta Barat,Permata Buana,5,4,2,180,400,2026-04-28T04:47:45.909028+00:00
Taman Permata Buana Cluster Favorit,4300000000.0,Jakarta Barat,Permata Buana,5,4,1,144,200,2026-04-28T04:47:48.986673+00:00
Rumah Bagus Dalam Komplek Siap Huni SHM 4 LT di Palmerah Dekat Sudirman - Semanggi Jakarta,6500000000.0,Jakarta Barat,Palmerah,9,8,4,206,670,2026-04-28T04:47:51.948583+00:00
Dijual Rumah Full Furnished di Permata Buana,10500000000.0,Jakarta Barat,Permata Buana,5,5,,200,600,2026-04-28T04:47:55.345286+00:00
Rumah Mewah Di Taman Kebon Jeruk Intercon,16000000000.0,Jakarta Barat,Kebon Jeruk,6,5,,600,800,2026-04-28T04:47:59.193669+00:00
Dijual Rumah Baru Hook di Green Lake City,5300000000.0,Jakarta Barat,Green Lake City,4,3,,270,260,2026-04-28T04:48:02.623993+00:00
Rumah di Taman Kebon Jeruk Intercon Jakarta Barat,7000000000.0,Jakarta Barat,Intercon,4,3,1,300,200,2026-04-28T04:48:06.554257+00:00
Rumah Siap Huni di Taman Kebon Jeruk Intercon Jakarta Barat,3800000000.0,Jakarta Barat,Intercon,4,4,2,144,250,2026-04-28T04:48:08.997534+00:00
Rumah Hitung Tanah di Puri Kencana Kembangan Jakarta Barat,5950000000.0,Jakarta Barat,Puri Indah,5,4,2,225,250,2026-04-28T04:48:12.727718+00:00
Rumah Hitung Tanah di Taman Permata Buana Jakarta Barat,5350000000.0,Jakarta Barat,Permata Buana,4,3,2,200,150,2026-04-28T04:48:15.643548+00:00
Dijual Rumah Hoek 2 Lantai Permata Buana,13000000000.0,Jakarta Barat,Permata Buana,4,4,,470,400,2026-04-28T04:48:19.418598+00:00
Dijual Rumah Full Furnished Puri Indah,11000000000.0,Jakarta Barat,Puri Indah,4,3,,210,470,2026-04-28T04:48:21.886983+00:00
Dijual Murah Runah 2.5 Lantai 6*18 di Green Lake City Glc,2950000000.0,Jakarta Barat,Green Lake City,4,2,2,108,120,2026-04-28T04:48:25.674549+00:00
Dijual Rumah Baru di Meruya Selatan 5X25 Kavling Dki,2450000000.0,Jakarta Barat,Meruya,4,4,1,125,168,2026-04-28T04:48:28.641043+00:00
"Full Terisi 100% Omset 732 Jt/Tahun T ke Area Perkantoran Jelambar Kost Baru Eksklusif 37 Kamar, Roi 10% Turun Harga Dekat Perbankan, Perkantoran, Kampus, Mall, Rumah Sakit, Jln Lebar 2 Mobil",7200000000.0,Jakarta Barat,Jelambar,37,37,3,110,360,2026-04-28T04:48:32.636865+00:00
Dijual Rumah di Permata Buana,5750000000.0,Jakarta Barat,Permata Buana,4,4,,180,250,2026-04-28T04:48:34.650319+00:00
"Dijual Rumah Siap Huni di Puri Indah, LT 200M LB 350, SHM, Hdp Barat, Semi Furnished",9500000000.0,Jakarta Barat,Puri Indah,3,3,2,200,350,2026-04-28T04:48:37.949215+00:00
Rumah 3 Lantai di Permata Buana,18000000000.0,Jakarta Barat,Permata Buana,7,6,,450,900,2026-04-28T04:48:41.163880+00:00
"Dijual/Disewakan Cepat Rumah di Cluster Palmerah Residence,Palmerah,Jakarta Barat",7500000000.0,Jakarta Barat,Palmerah,9,8,4,206,670,2026-04-28T04:48:47.217278+00:00
Rumah Baru Citra Garden 5 Full 3 Lantai Siap Huni Bebas Banjir,3800000000.0,Jakarta Barat,Citra Garden,6,6,2,128,260,2026-04-28T04:48:50.659925+00:00
"Rumah 3 Lantai Bagus di Green Ville, Dekat Pusat Kuliner",3000000000.0,Jakarta Barat,Green Ville,6,5,2,102,225,2026-04-28T04:48:54.082382+00:00
Rumah 2 Lantai Konsep Jepang di Tangerang,804000000.0,Jakarta Barat,Cengkareng,3,3,1,60,65,2026-04-28T04:48:55.776692+00:00
Termurah Rumah 2Lt 8X15 West Europe Green Lake City,3150000000.0,Jakarta Barat,Green Lake City,3,3,2,120,320,2026-04-28T04:48:59.338438+00:00
Rumah bagus di The Riviera Metland Puri 3 kamar +,5700000000.0,Jakarta Barat,Metland Puri,4,5,2,144,235,2026-04-28T04:49:04.170516+00:00
Rumah Mewah di Citra Garden 6 Cluster Orange Heliconia Siap Huni,9970000000.0,Jakarta Barat,Citra Garden,7,6,2,288,560,2026-04-28T04:49:07.918480+00:00
Rumah Tua di Tanjung Duren Lokasi Strategis Cocok Untuk Kost,3200000000.0,Jakarta Barat,Tanjung Duren,3,2,2,143,100,2026-04-28T04:49:10.433179+00:00
"Rumah The Riviera Puri, 4 Kamar Tidur Lebar 10 Full Furnished Siap Huni",6500000000.0,Jakarta Barat,Metland Puri,5,4,3,180,211,2026-04-28T04:49:14.173915+00:00
Dijual Rumah 2.5 Lantai Baru Renov di Tanjung Duren,1600000000.0,Jakarta Barat,Tanjung Duren,4,2,2,63,120,2026-04-28T04:49:18.605689+00:00
Rumah 3 Lantai Di Kalideres Plus Workshop,5200000000.0,Jakarta Barat,Kalideres,6,5,4,389,520,2026-04-28T04:49:22.206556+00:00
Rumah Dalam Komplek Kijang Kencana Kemanggisan Jakarta Barat SHM,3000000000.0,Jakarta Barat,Kemanggisan,5,3,2,105,147,2026-04-28T04:49:24.155046+00:00
"Rumah Baru 2 Lantai Siap Huni Secepatnya di Meruya, Jakarta Barat",2450000000.0,Jakarta Barat,Meruya,4,4,1,125,168,2026-04-28T04:49:27.593635+00:00
"Dijual Rumah 1½ Lantai SHM Duri Kepa Kedoya Jakarta Barat - Lokasi Pusat Kota, bisa Nego",2200000000.0,Jakarta Barat,Duri Kepa,3,2,2,150,120,2026-04-28T04:49:30.981988+00:00
Rumah Luas Green Lake City Cluster Amerika Latin Lokasi Strategis,5700000000.0,Jakarta Barat,Green Lake City,5,4,4,230,280,2026-04-28T04:49:33.465591+00:00
Rumah 2 Lantai Cluster Amerika Latin Dekat Kawasan Ruko Green Lake,4000000000.0,Jakarta Barat,Green Lake City,4,5,4,144,180,2026-04-28T04:49:37.658755+00:00
Rumah 2 Lantai Green Lake City Di Bawah Harga Pasar Jual Cepat!!!,1400000000.0,Jakarta Barat,Green Lake City,3,2,2,48,60,2026-04-28T04:49:41.323329+00:00
Rumah 2 Lantai Golf Lake Residence Dekat Akses Tol Pik Palem,6200000000.0,Jakarta Barat,Cengkareng,5,4,4,200,208,2026-04-28T04:49:44.588783+00:00
Rumah Citra Garden Puri Siap Huni Dekat Ke Green Lake Jakbar,1700000000.0,Jakarta Barat,Green Lake City,3,2,2,60,63,2026-04-28T04:49:48.369800+00:00
Rumah Green Lake City Cluster Amerika Latin Lebar 10 Semi Furnish,5500000000.0,Jakarta Barat,Green Lake City,5,4,4,220,211,2026-04-28T04:49:56.266261+00:00
Rumah Taman Semanan Indah Posisi Strategis Jual Murah,1600000000.0,Jakarta Barat,Cengkareng,4,4,2,96,106,2026-04-28T04:50:00.451143+00:00
Rumah Green Lake City 2 Lantai Sudah Renovasi 6 x 18 Jual Cepat!!,3100000000.0,Jakarta Barat,Green Lake City,4,4,4,108,120,2026-04-28T04:50:03.927596+00:00
Rumah 2 Lantai Green Lake City Sudah Renovasi Jual Cepat!!,3650000000.0,Jakarta Barat,Green Lake City,4,3,2,120,160,2026-04-28T04:50:06.742213+00:00
Rumah 2 Lantai Grogol Petamburan Jakarta Barat Nego Sampai Deal,3800000000.0,Jakarta Barat,Grogol Petamburan,5,5,4,126,194,2026-04-28T04:50:11.208219+00:00
Rumah Mewah 3.5 Lantai Di Permata Buana Jakarta Barat Bonus Lift,11500000000.0,Jakarta Barat,Permata Buana,5,5,4,144,500,2026-04-28T04:50:14.039256+00:00
"Rumah Metland 2,5 Lantai Sudah Renov Siap Huni Nempel Green Lake",3200000000.0,Jakarta Barat,Metland Puri,5,4,4,120,160,2026-04-28T04:50:18.228348+00:00
Dijual Rumah Baru di Metland Puri 2 Lantai Free Canopy Siap Huni,2600000000.0,Jakarta Barat,Metland Puri,4,3,2,102,120,2026-04-28T04:50:23.529360+00:00
Rumah 2 Lantai Metland Puri Bebas Banjir Siap Huni Dekat Tol,2800000000.0,Jakarta Barat,Metland Puri,4,3,2,135,100,2026-04-28T04:50:27.361329+00:00
"Rumah Hoek Murah (Shm) di Citra Garden Puri, Cluster Casco, Jakarta Barat",2000000000.0,Jakarta Barat,Citra Garden,2,2,2,127,70,2026-04-28T04:50:31.223004+00:00
Rumah 2 Lantai Clematis Metland Puri Bebas Banjir Ukuran 8 X 20M,2900000000.0,Jakarta Barat,Metland Puri,5,4,4,160,120,2026-04-28T04:50:34.520455+00:00
Rumah 2 Lantai Metland Puri Bebas Banjir Dekat Akses Tol,2800000000.0,Jakarta Barat,Metland Puri,3,3,2,160,95,2026-04-28T04:50:37.583139+00:00
"Rumah Mewah 3,5 Lantai Di Bojong Indah Jakarta Barat Dekat Puri",3900000000.0,Jakarta Barat,Bojong Indah,4,4,2,120,320,2026-04-28T04:50:41.343628+00:00
Dijual Rumah Hoek Metland Puri Cluster Clematis Dekat Uakses Tol,1450000000.0,Jakarta Barat,Metland Puri,4,3,2,55,60,2026-04-28T04:50:45.910067+00:00
Apartemen Luas 3 Bedroom Belmont Residences Full Furnished,1300000000.0,Jakarta Barat,Kebon Jeruk,3,2,4,80,80,2026-04-28T04:50:50.031153+00:00
Dijual Rumah 2 Lantai di Clematis Metland Puri Bebas Banjir,1450000000.0,Jakarta Barat,Metland Puri,3,3,2,55,60,2026-04-28T04:50:57.959129+00:00
Rumah Tua Puri Indah Hitung Tanah Jual murah,3550000000.0,Jakarta Barat,Puri Indah,3,4,2,188,225,2026-04-28T04:51:01.824237+00:00
Rumah Mewah Di Taman Kebon Jeruk Intercon,16000000000.0,Jakarta Barat,Kebon Jeruk,6,5,,600,800,2026-04-28T04:51:05.833433+00:00
Rumah Dijual Siap Huni Green Ville LT 90M2,2250000000.0,Jakarta Barat,Green Ville,4,3,1,90,200,2026-04-28T04:51:10.177630+00:00
Rumah 2 Lantai Kosambi Baru Jakarta Barat Nego sampai Jadi,2300000000.0,Jakarta Barat,Duri Kosambi,5,3,1,120,160,2026-04-28T04:51:14.111574+00:00
Rumah Kosambi Baru Dekat Green Lake City Jual Bu!! Murah dan Luas!!,1400000000.0,Jakarta Barat,Duri Kosambi,3,4,2,96,80,2026-04-28T04:51:18.022801+00:00
Rumah 2 Lantai Duri Kosambi Jakarta Barat Jual MURAH!! Siap Huni,1100000000.0,Jakarta Barat,Duri Kosambi,3,3,2,60,85,2026-04-28T04:51:21.930126+00:00
Rumah 2 Lantai Kosambi Baru Jakarta Barat Semi Furnished Bebas Banjir,3250000000.0,Jakarta Barat,Duri Kosambi,5,3,1,230,259,2026-04-28T04:51:25.194748+00:00
